SECTION;AUTO/CV;CATEGORY;FOCUS;NEWS LINK;DATE;ADDITIONAL INFORMATION
Customer;CV;Construction;Volvo CE;Volvo CE to open new compact business unit - Construction Europe (construction-europe.com);29.06.2023;
Customer;CV;Truck/Bus;MAN;MAN eTruck wins the Red Dot Design Award 2023 (sustainabletruckvan.com);29.06.2023;
Customer;Automotive;Sustainability;Volvo;Impressions that last in the new all-electric Volvo EX90 SUV - Volvo Cars Global Media Newsroom;29.06.2023;
Customer;Automotive;Electrification;VW;VW reduces EV production in Emden due to weak demand - MarkLines Automotive Industry Portal;29.06.2023;
Customer;Automotive;Launch;BMW;The all-new BMW X1 M35i xDrive. (bmwgroup.com);29.06.2023;
Customer;Automotive;Electrification;BMW;Celebrating 50 years: BMW Group announces electrification of Plant Rosslyn, South Africa;29.06.2023;
News&Trends;Automotive;Light Vehicle;Forecast;(1) New Messages! (spglobal.com);29.06.2023;
News&Trends;CV;Construction;Global ;New survey reveals two biggest issues for global construction industry - Construction Technology;29.06.2023;
Customer;CV;Bus;Karsan;?TÜ’nün Genç Mühendis Adaylar? Yeni Projelerini Otonom e-ATAK ?le Geli?tirecek! | Karsan;28.06.2023;
News&Trends;Automotive/CV;Economy;Global;With the global economy growing at a moderate pace, inflation will gradually subside | S&P Global (spglobal.com);28.06.2023;
News&Trends;Automotive;User experience;McKinsey;From owner to user: Why consumers want more flexible car access models | McKinsey;28.06.2023;
Competitor&Partnership;Automotive;Seating;Lear;Lear Increases 2023 Financial Outlook and Target Margins in Seating | Lear Corporation;27.06.2023;
Customer;CV;Construction;Liebherr;Liebherr expands its operations in Alsace | World Highways;27.06.2023;Liebherr-France confirms huge investment in manufacturing site - KHL Group
Customer;CV;Truck;Scania;Scania places first green steel order in further step towards decarbonised supply chain;27.06.2023;
Customer;CV;Truck;Renault Truck;Renault Trucks digitises cab interiors and reinforces safety features on its heavy-duty range | Renault Trucks Corporate (renault-trucks.com);27.06.2023;
News&Trends;Automotive;Electrification;China;China leads the EV revolution with 1.8 million public charging stations - Telematics Wire;27.06.2023;
News&Trends;CV;Material Handling;US;Why US Inflation Will Likely Fade | Material Handling and Logistics (mhlnews.com);27.06.2023;
News&Trends;Automotive;Electrification;Material;Battery Metals Market | S&P Global Market Intelligence (spglobal.com);27.06.2023;
Competitor&Partnership;Automotive;Seating;Toyota Boshoku;Toyota Boshoku Adopts Comfortable Ride and Highly Convenient Seat Arrangement for New Alphard/Vellfire|News|Toyota Boshoku Corporation (toyota-boshoku.com);26.06.2023;
Competitor&Partnership;Automotive;Interior;Grupo Antolin;Antolin, Sanz Clima and CleanAir Spaces develop an interior sanitization system based on advanced photocatalysis | Antolin;26.06.2023;
Customer;Automotive;Electrification;Aston Martin;Aston Martin will bei Elektroautos Technik von Lucid nutzen (insideevs.de);26.06.2023;
News&Trends;Automotive;Shared mobility;McKinsey;Consumer pull: The growth of shared urban mobility | McKinsey;26.06.2023;
News&Trends;Automotive/CV;Critical Minerals;Supply Chain;Critical relationship: Supply chain implications of US-UK Atlantic Declaration | S&P Global (spglobal.com);26.06.2023;
News&Trends;CV;Construction;Forecast;Forecast predicts a 12% recovery for UK construction in 2024 - Construction Europe (construction-europe.com);26.06.2023;
Competitor&Partnership;CV;Agriculture;COBO;Post | LinkedIn;22.06.2023;
Customer;CV;Agriculture;Steyr;Steyr extends offering in 75-80hp sector | Industrial Vehicle Technology International (ivtinternational.com);22.06.2023;
News&Trends;Automotive;Investments;China;Europäische Unternehmen investieren weniger in China (vogel.de);22.06.2023;
News&Trends;CV;Construction;Disruption;OPINION: How to disrupt the global construction equipment market | Industrial Vehicle Technology International (ivtinternational.com);22.06.2023;
Competitor&Partnership;Automotive;Outlook;Adient;ADNT Q2FY23 Earnings Presentation (adient.com);21.06.2023;
Competitor&Partnership;Automotive;China Outlook;Adient;Adient China Business Update;21.06.2023;
Customer;Automotive;Bankruptcy;Aiways;WM, Aiways, Other Chinese Second-Tier EV Makers Struggle Among Fierce Competition (yicaiglobal.com);21.06.2023;
News&Trends;Automotive;Registrations;ACEA;New car registrations: +18.5% in May, battery electric 13.8% market share (acea.auto);21.06.2023;
Competitor&Partnership;Automotive;Material;Faurecia;Post | LinkedIn;20.06.2023;
Customer;Automotive;Sustainability;Mercedes-Benz;Mercedes-Benz plans to source more than 200,000 tonnes of CO?-reduced European steel annually | Automotive World;20.06.2023;
Customer;CV;Construction;Liebherr;Liebherr eröffnet zweiten Standort im Land Salzburg - SALZBURG24;20.06.2023;
Customer;CV;Construction;Yanmar;Yanmar breaks ground on expansion | Construction Equipment;20.06.2023;
News&Trends;Automotive/CV;Mobility News Alert;Frost&Sullivan Mobility Alert ;Mobility | News Alert (fs-moads.com);20.06.2023;
News&Trends;Automotive;Electrification;ACEA;Inaction on EU-UK electric vehicle trade could cost €4.3bn and hit production, EU auto makers warn (acea.auto);20.06.2023;
Customer;CV;Railway;Amtrak;Amtrak Publishes Its Annual Sustainability Report | Railway-News;19.06.2023;
Customer;CV;Railway;Alstom;Alstom Reveals Designs for Renfe's Coradia Stream Trains | Railway-News;19.06.2023;
Customer;CV;Railway;Siemens Mobility;Post | LinkedIn;19.06.2023;
News&Trends;Automotive/CV;Economy;Inflation;Connect (ihsmarkit.com);19.06.2023;
News&Trends;Automotive/CV;Sustainability;Consumer Preferences;Act and win: The Sustainability Game | Roland Berger;19.06.2023;
News&Trends;Automotive/CV;Outlook;Week Ahead;(1) New Messages! (spglobal.com);19.06.2023;
Competitor&Partnership;Automotive;Efficiency;Tesca;Post | LinkedIn;16.06.2023;Algopex, production data visualisation application | Lectra
Competitor&Partnership;CV;Offroad;AMA Seat;AMA unveils solutions for cab space optimisation | Industrial Vehicle Technology International (ivtinternational.com);16.06.2023;
Customer;Automotive;Saving;VW;Performance program: Volkswagen brand aims to become more efficient and more profitable | Volkswagen Newsroom (volkswagen-newsroom.com);16.06.2023;Connect (ihsmarkit.com)
Customer;CV;Construction;JCB;JCB launches zero emission compact electric loader | Industrial Vehicle Technology International (ivtinternational.com);16.06.2023;
Customer;Automotive;Sustainability;Stellantis;Stellantis Ventures Seeds Innovation with 11 Key Investments into Sustainable Mobility | Stellantis;16.06.2023;
Customer;CV;Material Handling;Kion ;https://www.linkedin.com/posts/kiongroup_kiongroup-wekeeptheworldmoving-forklift-activity-7075386525835747328-A20G?utm_source=share&utm_medium=member_desktop;16.06.2023;
News&Trends;CV;Truck;Heavy Duty;ACEA-position-paper-access-to-data-functions-and-resources-for-the-HDV-market.pdf;16.06.2023;
Customer;Automotive;Launch;JLR;DISCOVERY SPORT WITH REDESIGNED MODERN LUXURY INTERIOR, INCREASED VERSATILITY AND STATE-OF-THE-ART TECHNOLOGY | Land Rover Media Newsroom;14.06.2023;
News&Trends;Automotive/CV;Sustainability;Europe;Global Gateway: EU and Argentina step up cooperation (europa.eu);14.06.2023;
Competitor&Partnership;Automotive;Comfort;Antolin;The Antolin-CTAG Joint Research Unit has contributed to ensuring safety and improving user experience and comfort | Antolin;13.06.2023;
Customer;Automotive;Strategy;Lucid;Lucid preparing to enter China market - MarkLines Automotive Industry Portal;13.06.2023;
News&Trends;CV;Construction;Mini Excavators;Trendlines: What explains the surge in sales of mini excavators in North America? - International Construction (international-construction.com);13.06.2023;
Competitor&Partnership;CV;Offroad;Caldaro;Industrial Vehicle Technology : June 2023 (mydigitalpublication.co.uk);12.06.2023;
Customer;Automotive;Mission X;Porsche;Porsche Mission X: yet another dream takes shape - Porsche Newsroom;12.06.2023;
Customer;CV;Construction;Komatsu;Toyota and Komatsu partner to develop autonomous light vehicle (equipmentjournal.com);12.06.2023;
Customer;Automotive;Autonomy;Mercedes-Benz;Connect (ihsmarkit.com);12.06.2023;
Customer;CV;Agriculture;Fendt;Fendt Cargo T955 | Telehandler;12.06.2023;
Customer;Automotive;Sustainability;Audi;Audi’s pilot project for glass recycling becomes part of standard production - Green Car Congress;12.06.2023;
News&Trends;Automotive/CV;Inflation;Global growth;Financial services lead global growth higher in May, stoking inflation | LinkedIn;12.06.2023;
News&Trends;Automotive/CV;Outlook;Week Ahead;Week Ahead Economic Preview: Week of 12 June 2023 | S&P Global (spglobal.com);12.06.2023;
News&Trends;Automotive;Export;China;China: the world's biggest auto exporter in 2023? | LMC AUTOMOTIVE (lmc-auto.com);12.06.2023;
News&Trends;Automotive/CV;Cost;Supply Chain;(1) New Messages! (spglobal.com);12.06.2023;
News&Trends;CV;Offroad;Magazine;Industrial Vehicle Technology : June 2023 (mydigitalpublication.co.uk);12.06.2023;
Customer;CV;Construction;Bobcat;Bobcat reveals three new loader concepts - International Construction (international-construction.com);07.06.2023;
Customer;CV;Construction;Volvo CE;European launch for Volvo’s first mid-sized electric excavator - International Construction (international-construction.com);07.06.2023;
Customer;CV;Material Handling;Volvo CE;Volvo Penta to electrify FTMH forklifts - Diesel Progress;07.06.2023;
Customer;CV;Agriculture;John Deere;Video: John Deere Demos Autonomy on Deere 8R Tractor - Diesel Progress;07.06.2023;
Customer;CV;Bus;MAN;MAN will not invest in Euro 7 for the city bus segment. Only e-buses to be sold in Europe in 2030 (sustainable-bus.com);07.06.2023;
Customer;CV;Bus;Karsan;Karsan, Barselona’da Düzenlenen UITP Küresel Toplu Ta??ma Zirvesi’de Ç?karma Yapt?! | Karsan;07.06.2023;
News&Trends;CV;Construction;China;China’s biggest contractor piles on new contracts but rate of growth slows - International Construction (international-construction.com);07.06.2023;
Customer;Automotive;China;Hyundai ;Hyundai starts production of fuel cells in China - Just Auto (just-auto.com);06.06.2023;
Customer;Automotive;Strategy;JLR;Charged EVs | Jaguar Land Rover to invest $18.9 billion in EV production over next five years - Charged EVs;06.06.2023;
Customer;CV;Construction;Volvo ;European launch for Volvo’s first mid-sized electric excavator - Construction Europe (construction-europe.com);06.06.2023;
News&Trends;CV;Construction;Rental Equipment;Are we finally entering the age of the global equipment rental business? - International Construction (international-construction.com);06.06.2023;
News&Trends;Automotive/CV;Global;Geopolitics;Navigating geopolitical headwinds | S&P Global (spglobal.com);06.06.2023;
News&Trends;Automotive/CV;Global;Economy;An asynchronous global economic expansion | S&P Global (spglobal.com);06.06.2023;
News&Trends;CV;Agriculture;Electric farm tractors;Study predicts steady growth in electric farm tractors (farmprogress.com);06.06.2023;
News&Trends;CV;Agriculture;Autonomy;Autonomy is cool, but data will be the real game-changer for farmers (farmprogress.com);06.06.2023;
News&Trends;CV;Agriculture;Autonomy;Trends driving farm automation | McKinsey;06.06.2023;
News&Trends;CV;Construction;Material prices;Building Material Price Hike Affects Construction Profits (worldconstructiontoday.com);06.06.2023;
News&Trends;CV;Construction;Labour issues;Construction job openings increase 68K | Construction Dive;06.06.2023;
News&Trends;Automotive;Electrification;Supply Chain;EV supply chain challenge, catching up China, Nissan aims high - the week - Just Auto (just-auto.com);06.06.2023;
Competitor&Partnership;Automotive;Partnership;Faurecia;Post | LinkedIn;05.06.2023;
Competitor&Partnership;Automotive;Speaker Grill;Harman Kardon;Harman Kardon and Volkswagen partner on sound system for all-electric ID.7 | Automotive Interiors World;05.06.2023;
Competitor&Partnership;Automotive;Seating;Adient;JLR ANNOUNCES ‘SUPPLIER EXCELLENCE AWARDS’ WINNERS | JLR Media Newsroom (jaguarlandrover.com);05.06.2023;Post | LinkedIn
Customer;Automotive;Strategy;Polestar;Polestar chooses central Gothenburg for its future headquarters | Business Region Göteborg (businessregiongoteborg.se);05.06.2023;
Customer;CV;Truck/Bus;Scania;Scania to call for a wide and responsible approach to sustainability at UITP summit;05.06.2023;
News&Trends;CV;Truck;Autonomy;Autonomous trucking: a long road to commercialisation | Automotive World;05.06.2023;
Customer;Automotive;Strategy;JLR;JAGUAR LAND ROVER UNVEILS NEW JLR CORPORATE IDENTITY AS IT ACCELERATES MODERN LUXURY VISION | JLR Media Newsroom;02.06.2023;
Competitor&Partnership;Automotive;Partnership;Interior;Nvidia and MediaTek partner to develop smart automotive interior solutions | Automotive Interiors World;01.06.2023;
Customer;Automotive;Speaker Grille;VW;Harman Kardon and Volkswagen partner on sound system for all-electric ID.7 | Automotive Interiors World;01.06.2023;
Customer;CV;Agriculture;CASE IH;Case IH extends Optum range with new 340hp flagship model | Industrial Vehicle Technology International (ivtinternational.com);01.06.2023;
Customer;CV;Material Handling;Caterpillar;VIDEO: Introducing the Caterpillar MH3050 material handler | Industrial Vehicle Technology International (ivtinternational.com);01.06.2023;
News&Trends;Automotive;Trends;2023;Five key trends that will define the car industry in 2023 and beyond | Automotive World;01.06.2023;
Customer;Automotive;Electrification;Mercedes-Benz;Mercedes-Benz introduces new VAN.EA modular EV architecture for midsize and large vans from 2026 (sustainabletruckvan.com);31.05.2023;
Customer;CV;Truck/Bus;Volvo ;Volvo Trucks announces record order so far for 1,000 electric trucks by 2030 (sustainabletruckvan.com);31.05.2023;
Customer;Automotive;Speaker Grille;Aston Martin;Bowers & Wilkins partners with Aston Martin for DB12 Super Tourer sound system | Automotive Interiors World;31.05.2023;
Customer;CV;Construction;Hyundai HD;Hyundai rebrands and reveals three new excavators - Construction Europe (construction-europe.com);31.05.2023;
Customer;CV;Construction;TOP10;World’s top ten construction OEMs revealed - Construction Europe (construction-europe.com);31.05.2023;
Customer;Automotive;Launch;JLR;NEW RANGE ROVER SPORT SV: MODERN LUXURY PERFORMANCE FLAGSHIP | Land Rover Media Newsroom;31.05.2023;
News&Trends;CV;Construction;China recovery;China’s biggest contractor piles on new contracts but rate of growth slows - International Construction (international-construction.com);31.05.2023;
News&Trends;Automotive/CV;Profit;China demand;China industrial profits slide as demand weakens | The Straits Times;31.05.2023;
Competitor&Partnership;CV;Railway;Kiel;Post | LinkedIn;30.05.2023;
Competitor&Partnership;Automotive;Sustainability;Adient;Adient: ISCC PLUS certification for sustainable foam production | Adient;30.05.2023;Post | LinkedIn
Competitor&Partnership;Automotive;Innovation;Toyota Boshoku;Post | LinkedIn;30.05.2023;
